cnpj,empresa_porte
40162527000137,MEI
40174875000124,MEI
40175629000197,MEI
40198685000147,MEI
40212289000127,MEI
40247905000185,MEI
40263254000117,MEI
40285425000109,MEI
40287536000154,MEI
40414446000187,MEI
40444322000144,MEI
40496034000133,MEI
40505585000116,MEI
40526601000157,MEI
40546862000139,MEI
40547328000147,MEI
40636122000193,MEI
40650363000197,MEI
40670098000109,MEI
40684950000105,MEI
40744092000139,MEI
40783202000171,MEI
40788329000183,MEI
40812618000170,MEI
40817947000104,MEI
40920543000141,MEI
40931435000174,MEI
40960427000156,MEI
40964069000150,MEI
40986886000109,MEI
41066189000100,MEI
41073951000178,MEI
41116243000177,MEI
41122121000193,MEI
41153659000165,MEI
41183263000160,MEI
41229304000102,MEI
41231389000163,MEI
41255066000100,MEI
41408149000191,MEI
41423083000109,MEI
41468022000168,MEI
41483423000197,MEI
41493615000184,MEI
41506605000136,MEI
41597217000108,MEI
41606818000130,MEI
41613404000138,MEI
41614336000121,MEI
41616799000122,MEI
41648410000120,MEI
41670293000100,MEI
41671541000129,MEI
41689980000169,MEI
41698643000138,MEI
41727667000178,MEI
41747787000137,MEI
41778295000109,MEI
41820514000170,MEI
41838604000199,MEI
41881430000147,MEI
41903922000196,MEI
41912955000100,MEI
41925465000130,MEI
41932383000113,MEI
41961133000101,MEI
42231090000171,MEI
42259311000110,MEI
42292385000158,MEI
42314244000199,MEI
42340855000101,MEI
42375019000162,MEI
42396058000146,MEI
42428350000101,MEI
42452390000180,MEI
42482024000174,MEI
42502731000185,MEI
42539629000154,MEI
42714740000130,MEI
42729200000120,MEI
42800336000189,MEI
42831558000169,MEI
42972903000184,MEI
42996357000111,MEI
43000651000194,MEI
43012062000126,MEI
43059771000167,MEI
43082217000109,MEI
43157446000137,MEI
43166054000134,MEI
43216359000103,MEI
43222905000119,MEI
43285981000173,MEI
43332874000159,MEI
43344736000190,MEI
43353767000107,MEI
43511936000190,MEI
43526909000190,MEI
43585845000107,MEI
43606784000109,MEI
43722196000130,MEI
43744149000198,MEI
43750950000146,MEI
43772308000168,MEI
43934503000147,MEI
43973386000120,MEI
44011259000103,MEI
44016503000120,MEI
44021832000160,MEI
44131490000130,MEI
44131732000196,MEI
44166237000112,MEI
44193702000104,MEI
44214126000134,MEI
44230079000112,MEI
44327761000128,MEI
44445775000146,MEI
44481918000175,MEI
44553812000130,MEI
44562474000100,MEI
44579286000187,MEI
44592641000158,MEI
44658374000174,MEI
44661274000105,MEI
44679847000110,MEI
44812399000180,MEI
44827083000162,MEI
44882008000102,MEI
44937905000168,MEI
44953563000170,MEI
44996001000103,MEI
45025771000171,MEI
45080518000110,MEI
45090766000142,MEI
45181116000102,MEI
45192763000110,MEI
45214866000133,MEI
45250441000180,MEI
45270959000185,MEI
45280081000169,MEI
45291159000140,MEI
45426428000139,MEI
45456066000129,MEI
45459009000101,MEI
45480206000102,MEI
45513325000106,MEI
45550418000100,MEI
45559694000130,MEI
45663420000196,MEI
45674560000160,MEI
45693021000178,MEI
45706305000151,MEI
45795023000178,MEI
45863276000131,MEI
45883001000160,MEI
45951885000142,MEI
45957957000169,MEI
45975159000160,MEI
45980492000167,MEI
46029568000136,MEI
46030251000110,MEI
46033356000122,MEI
46041807000173,MEI
46077001000135,MEI
46096758000176,MEI
46157138000108,MEI
46223119000124,MEI
46269747000140,MEI
46360601000106,MEI
46362728000164,MEI
46366039000128,MEI
46400995000189,MEI
46420731000197,MEI
46463027000111,MEI
46470818000179,MEI
46476434000163,MEI
46504687000101,MEI
46531635000116,MEI
46616794000113,MEI
46635912000130,MEI
46655466000126,MEI
46675642000191,MEI
46751556000110,MEI
46816627000116,MEI
46824495000174,MEI
46838290000148,MEI
46842406000112,MEI
46850065000127,MEI
46894999000160,MEI
46936565000186,MEI
46985323000182,MEI
47010007000158,MEI
47038410000195,MEI
47092211000165,MEI
47114014000108,MEI
47191844000120,MEI
47210183000133,MEI
47241502000178,MEI
47247545000160,MEI
47276151000130,MEI
47307659000159,MEI
47348871000164,MEI
47353068000118,MEI
47375004000118,MEI
47438689000102,MEI
47457492000102,MEI
47458873000106,MEI
47479671000140,MEI
47509842000137,MEI
47511979000126,MEI
47515669000180,MEI
47566770000160,MEI
47571038000188,MEI
47601830000138,MEI
47685739000148,MEI
47691823000174,MEI
47701742000108,MEI
47701904000108,MEI
47735885000130,MEI
47736325000109,MEI
47796046000122,MEI
47851178000100,MEI
47866146000188,MEI
47879557000108,MEI
47927329000166,MEI
47932184000191,MEI
47964667000178,MEI
47972277000140,MEI
47979897000100,MEI
47999884000101,MEI
48013390000160,MEI
48083450000111,MEI
48089680000198,MEI
48103666000100,MEI
48163734000118,MEI
48180619000151,MEI
48247476000158,MEI
48252350000171,MEI
93288728000141,MEI
94970050000145,MEI
10140901000132,MEI
10444431000109,MEI
10622232000135,MEI
11256480000172,MEI
11311376000133,MEI
11338172000196,MEI
11496003000184,MEI
11953705000140,MEI
12161917000157,MEI
12749879000158,MEI
12801110000131,MEI
12808217000101,MEI
12809443000107,MEI
13244676000172,MEI
13246622000146,MEI
13306442000102,MEI
13427160000163,MEI
14039466000105,MEI
14095966000164,MEI
14612984000176,MEI
14975461000194,MEI
14998300000116,MEI
15466421000180,MEI
15492265000121,MEI
15648198000191,MEI
16969562000188,MEI
17172728000101,MEI
17274296000131,MEI
17360505000160,MEI
17741897000107,MEI
17744066000199,MEI
17813222000126,MEI
17902290000161,MEI
18135870000133,MEI
18258630000126,MEI
18366824000145,MEI
18377530000119,MEI
18430559000117,MEI
18451392000170,MEI
18791762000119,MEI
19058848000108,MEI
19217278000143,MEI
19256314000188,MEI
19294742000103,MEI
19429797000175,MEI
19500288000191,MEI
19576033000102,MEI
19898805000122,MEI
19997286000150,MEI
20303326000103,MEI
20406304000160,MEI
20672504000165,MEI
20735766000121,MEI
20764893000159,MEI
20972552000179,MEI
21206940000101,MEI
21296048000169,MEI
21321086000124,MEI
21324292000198,MEI
21660218000142,MEI
21998061000160,MEI
22283722000133,MEI
22411971000167,MEI
22490756000107,MEI
22508317000176,MEI
22761614000129,MEI
22935914000187,MEI
23025357000120,MEI
23119511000122,MEI
23273364000140,MEI
23294763000198,MEI
23320458000123,MEI
23588914000110,MEI
23642826000150,MEI
23915925000168,MEI
24062948000130,MEI
24156442000190,MEI
24170422000173,MEI
24229325000109,MEI
24245225000176,MEI
24586693000104,MEI
24716759000133,MEI
24765773000127,MEI
24877344000141,MEI
25035921000110,MEI
25129680000179,MEI
25264922000137,MEI
25295590000158,MEI
25346457000183,MEI
25463371000130,MEI
25464067000108,MEI
25526373000121,MEI
25966473000179,MEI
26004839000191,MEI
26014901000126,MEI
26020463000109,MEI
26182144000108,MEI
26439781000109,MEI
26467148000124,MEI
26601157000166,MEI
26616867000160,MEI
26761212000185,MEI
26782865000140,MEI
26908433000133,MEI
26921318000107,MEI
27017801000116,MEI
27048688000136,MEI
27143020000178,MEI
27216586000182,MEI
27265223000137,MEI
27286356000190,MEI
27419404000170,MEI
27510997000186,MEI
27516248000166,MEI
27569918000102,MEI
27571477000183,MEI
27591167000120,MEI
27629820000101,MEI
27864428000139,MEI
27900115000199,MEI
27927500000120,MEI
27960447000169,MEI
27962741000100,MEI
27969486000127,MEI
28073407000168,MEI
28074016000168,MEI
28115211000199,MEI
28121280000105,MEI
28276870000107,MEI
28299560000108,MEI
28306805000187,MEI
28502464000115,MEI
28786874000135,MEI
28799194000156,MEI
28897602000102,MEI
28912077000157,MEI
28964946000197,MEI
28966283000140,MEI
29024385000109,MEI
29244652000153,MEI
29341442000183,MEI
29391883000190,MEI
29410023000156,MEI
29436337000128,MEI
29484346000194,MEI
29583859000152,MEI
29631473000179,MEI
29650807000151,MEI
29679678000124,MEI
29684331000170,MEI
29700741000167,MEI
29730598000156,MEI
29786617000166,MEI
29905707000129,MEI
29947341000150,MEI
29954857000122,MEI
30088839000194,MEI
30093780000122,MEI
30102468000158,MEI
30120811000197,MEI
30129493000125,MEI
30209911000194,MEI
30220870000137,MEI
30256912000190,MEI
30271091000160,MEI
30272425000110,MEI
30310977000176,MEI
30359355000132,MEI
30405029000114,MEI
30488131000120,MEI
30586146000121,MEI
30604856000137,MEI
30611492000112,MEI
30626883000100,MEI
30677936000112,MEI
30775573000158,MEI
30856325000131,MEI
30864643000144,MEI
30885803000131,MEI
30930569000117,MEI
30958976000132,MEI
30992874000133,MEI
31019197000134,MEI
31267812000121,MEI
31294841000182,MEI
31308330000172,MEI
31326505000174,MEI
31334384000102,MEI
31358314000194,MEI
31411725000104,MEI
31465581000160,MEI
31503294000106,MEI
31561547000190,MEI
31653427000112,MEI
31921833000119,MEI
32007498000100,MEI
32035595000107,MEI
32046075000108,MEI
32053896000163,MEI
32062555000154,MEI
32080267000122,MEI
32191243000140,MEI
32206952000152,MEI
32219152000176,MEI
32276509000158,MEI
32385232000100,MEI
32406916000132,MEI
32586563000108,MEI
32612972000123,MEI
32668727000138,MEI
32702924000126,MEI
32730001000188,MEI
32750056000150,MEI
32772649000117,MEI
32774957000181,MEI
32837057000136,MEI
32860588000140,MEI
33044878000188,MEI
33153968000107,MEI
33178465000196,MEI
33192316000181,MEI
33261685000189,MEI
33308634000165,MEI
33315984000159,MEI
33322257000119,MEI
33350874000128,MEI
33350891000165,MEI
33351841000100,MEI
33555570000105,MEI
33604110000111,MEI
33633716000185,MEI
33713235000180,MEI
33776328000153,MEI
33843527000137,MEI
33845243000180,MEI
33914314000159,MEI
33927578000147,MEI
34157348000109,MEI
34168207000191,MEI
34207529000100,MEI
34355828000184,MEI
34423571000150,MEI
34462745000194,MEI
34477094000106,MEI
34514754000181,MEI
34535254000126,MEI
34655971000191,MEI
34695840000138,MEI
34768709000153,MEI
34821861000152,MEI
34835484000100,MEI
34864323000145,MEI
34947730000116,MEI
34947993000125,MEI
35042527000163,MEI
35175101000188,MEI
35242925000123,MEI
35279495000114,MEI
35296823000190,MEI
35360422000152,MEI
35429908000108,MEI
35460776000179,MEI
35566573000161,MEI
35604186000172,MEI
35604714000193,MEI
35661594000166,MEI
35732295000175,MEI
35793550000190,MEI
35862803000130,MEI
35906354000184,MEI
35927182000125,MEI
35930310000190,MEI
35935605000159,MEI
36001321000158,MEI
36084318000145,MEI
36123190000181,MEI
36140808000111,MEI
36165209000152,MEI
36218224000111,MEI
36219077000102,MEI
36236332000117,MEI
36302815000172,MEI
36322355000144,MEI
36344445000136,MEI
36353342000132,MEI
36407909000106,MEI
36444980000169,MEI
36447220000105,MEI
36512478000148,MEI
36573080000111,MEI
36580839000193,MEI
36588814000136,MEI
36593698000143,MEI
36619440000179,MEI
36631621000110,MEI
36654673000102,MEI
36813714000166,MEI
36813930000101,MEI
36816381000129,MEI
36838989000154,MEI
36858698000128,MEI
37003504000175,MEI
37040833000196,MEI
37092283000159,MEI
37148532000180,MEI
37157587000157,MEI
37191411000111,MEI
37198568000179,MEI
37213569000145,MEI
37220755000101,MEI
37237330000105,MEI
37292395000153,MEI
37333458000172,MEI
37357844000102,MEI
37372781000155,MEI
37378390000148,MEI
37410924000176,MEI
37437607000143,MEI
37447557000185,MEI
37516302000127,MEI
37519934000144,MEI
37563226000100,MEI
37615048000114,MEI
37655718000126,MEI
37681639000190,MEI
37738758000131,MEI
37902650000132,MEI
37973961000192,MEI
37989268000108,MEI
38020144000182,MEI
38026984000152,MEI
38116754000184,MEI
38166734000118,MEI
38223938000143,MEI
38247164000190,MEI
38280933000152,MEI
38297749000115,MEI
38383861000179,MEI
38405209000108,MEI
38434125000100,MEI
38455948000104,MEI
38596892000108,MEI
38871983000104,MEI
38872169000104,MEI
39266373000144,MEI
39270138000146,MEI
39277477000154,MEI
39277750000140,MEI
39331019000156,MEI
39379405000118,MEI
39408979000177,MEI
39422199000181,MEI
39436580000108,MEI
39454758000135,MEI
39469232000129,MEI
39475527000108,MEI
39477330000108,MEI
39497023000199,MEI
39621611000192,MEI
39658458000178,MEI
39808260000123,MEI
39819483000196,MEI
39863605000141,MEI
39925426000191,MEI
39970305000161,MEI
40018880000148,MEI
40025671000121,MEI
40068890000198,MEI
40093694000173,MEI
40211531000148,MEI
40325129000194,MEI
40370156000189,MEI
40374546000127,MEI
40435651000129,MEI
40464140000135,MEI
40500264000129,MEI
40536467000175,MEI
40540053000110,MEI
40556949000197,MEI
40563865000180,MEI
40569656000144,MEI
40624484000164,MEI
40655721000154,MEI
40675065000151,MEI
40697292000188,MEI
40716295000111,MEI
40769461000148,MEI
40896400000141,MEI
40910889000169,MEI
40937950000161,MEI
40978809000107,MEI
41062160000142,MEI
41114536000115,MEI
41151158000140,MEI
41208027000151,MEI
41221933000196,MEI
41241558000146,MEI
41254051000127,MEI
41312674000109,MEI
41313234000176,MEI
41396213000161,MEI
41527056000186,MEI
41566448000154,MEI
41574127000100,MEI
41600539000169,MEI
41640416000151,MEI
41641386000106,MEI
41669826000125,MEI
41795984000121,MEI
41813076000113,MEI
41831126000195,MEI
41945103000101,MEI
41973378000159,MEI
42022989000184,MEI
42041480000189,MEI
42052098000170,MEI
42086087000101,MEI
42088390000143,MEI
42124476000184,MEI
42126658000194,MEI
42212528000174,MEI
42235278000198,MEI
42244278000154,MEI
42274991000140,MEI
42339910000143,MEI
42407779000104,MEI
42431996000130,MEI
42478019000198,MEI
42486486000160,MEI
42492766000180,MEI
42614059000110,MEI
42614392000129,MEI
42843585000151,MEI
42871934000149,MEI
42918299000108,MEI
42950276000180,MEI
42983875000109,MEI
43027939000152,MEI
43047915000165,MEI
43206849000129,MEI
43213264000136,MEI
43230859000108,MEI
43247260000179,MEI
43302431000115,MEI
43352322000102,MEI
43570325000112,MEI
43571869000107,MEI
43614491000173,MEI
43616541000151,MEI
43656788000100,MEI
43687542000197,MEI
43691642000197,MEI
43713091000115,MEI
43830874000189,MEI
43835216000180,MEI
43888371000164,MEI
43891496000143,MEI
43965840000100,MEI
44000707000173,MEI
44003925000161,MEI
44005047000113,MEI
44042714000138,MEI
44072000000172,MEI
44100951000108,MEI
44138331000168,MEI
44186761000155,MEI
44279199000104,MEI
44289929000158,MEI
44351060000124,MEI
44362121000159,MEI
44381509000105,MEI
44411134000170,MEI
44471111000151,MEI
44486501000103,MEI
44500745000195,MEI
44516811000115,MEI
44562540000134,MEI
44601530000160,MEI
44657736000102,MEI
44720813000121,MEI
44741413000100,MEI
44783754000130,MEI
44787427000157,MEI
44817520000167,MEI
44852216000150,MEI
44860279000159,MEI
44938649000123,MEI
44953246000153,MEI
44971705000121,MEI
45009973000120,MEI
45020911000119,MEI
45063938000199,MEI
45070213000128,MEI
45182392000195,MEI
45182917000192,MEI
45198000000186,MEI
45208260000195,MEI
45268057000104,MEI
45271791000122,MEI
45285042000154,MEI
45316790000157,MEI
45337427000118,MEI
45346421000107,MEI
45393984000156,MEI
45398232000188,MEI
45450433000187,MEI
45524140000105,MEI
45543912000148,MEI
45573875000110,MEI
45574091000107,MEI
45691960000183,MEI
45713858000131,MEI
45730855000106,MEI
45739568000167,MEI
45744330000120,MEI
45796900000125,MEI
45825944000136,MEI
45893835000156,MEI
45903678000112,MEI
45946653000104,MEI
45999564000118,MEI
46049443000178,MEI
46068435000179,MEI
46099124000177,MEI
46250279000162,MEI
46288974000113,MEI
46310996000132,MEI
46316365000120,MEI
46336371000140,MEI
46367684000165,MEI
46443232000115,MEI
46471981000156,MEI
46474418000131,MEI
46492629000105,MEI
46493829000174,MEI
46560648000113,MEI
46642364000176,MEI
46656552000153,MEI
46668409000181,MEI
46702948000190,MEI
46732086000148,MEI
46746788000180,MEI
46779665000146,MEI
46788531000191,MEI
46800480000176,MEI
46813349000143,MEI
46855823000108,MEI
46869471000131,MEI
46885917000111,MEI
46928854000133,MEI
46946212000167,MEI
46956136000170,MEI
47047314000103,MEI
47064536000134,MEI
47066541000186,MEI
47092324000160,MEI
47171777000182,MEI
47215193000161,MEI
47228130000140,MEI
47254612000174,MEI
47277399000116,MEI
47285517000138,MEI
47286683000159,MEI
47311703000102,MEI
47444394000130,MEI
47490321000185,MEI
47503728000108,MEI
47509909000133,MEI
47570703000119,MEI
47612038000189,MEI
47635667000124,MEI
47652671000109,MEI
47683364000187,MEI
47750668000110,MEI
47773959000123,MEI
47873129000178,MEI
47877129000146,MEI
47918737000151,MEI
47956295000138,MEI
47990076000175,MEI
48025364000152,MEI
48058108000161,MEI
48060608000138,MEI
48087983000171,MEI
48091795000117,MEI
48142619000167,MEI
48192908000170,MEI
48196514000190,MEI
48198933000161,MEI
48202775000176,MEI
48232842000103,MEI
48265660000120,MEI
48290128000163,MEI
59412320000100,MEI
72957616000166,MEI
74016254000134,MEI
86896867000192,MEI
87413340000122,MEI
11378735000170,MEI
11570568000164,MEI
11596853000154,MEI
11987019000190,MEI
12667306000185,MEI
12690980000180,MEI
12896021000116,MEI
13066137000190,MEI
13322498000150,MEI
13365522000139,MEI
13369793000162,MEI
13535730000139,MEI
13816850000104,MEI
14008191000142,MEI
14033293000118,MEI
14185311000187,MEI
14361577000133,MEI
14430293000151,MEI
14545224000193,MEI
14632359000196,MEI
14664740000137,MEI
15206257000171,MEI
15270521000136,MEI
15357175000128,MEI
15574156000153,MEI
16553857000179,MEI
16703861000176,MEI
16921717000106,MEI
16990619000120,MEI
17063379000181,MEI
17256889000175,MEI
17474962000185,MEI
17585186000190,MEI
17867182000103,MEI
17960223000101,MEI
17974282000120,MEI
18012539000126,MEI
18304627000100,MEI
18305310000180,MEI
18307052000170,MEI
18313001000151,MEI
18344750000146,MEI
18365277000183,MEI
18462836000173,MEI
18644619000102,MEI
18737343000107,MEI
18879660000150,MEI
19080989000119,MEI
19224225000150,MEI
19231418000138,MEI
19382317000168,MEI
19471890000148,MEI
19510506000179,MEI
19583093000152,MEI
19591992000105,MEI
19827529000101,MEI
19979274000100,MEI
20224906000105,MEI
20259730000119,MEI
20487966000102,MEI
20505945000172,MEI
20540036000175,MEI
20591899000171,MEI
20661993000150,MEI
20761728000143,MEI
20764014000199,MEI
20848424000118,MEI
20854242000150,MEI
20883945000106,MEI
20941348000190,MEI
20955447000121,MEI
20972862000193,MEI
21136852000180,MEI
21162412000106,MEI
21260986000109,MEI
21292509000125,MEI
21301905000171,MEI
21399669000178,MEI
21455129000164,MEI
21470199000191,MEI
21715780000126,MEI
21785592000174,MEI
21913973000191,MEI
22144249000103,MEI
22147834000167,MEI
22172970000107,MEI
22437904000111,MEI
22446285000121,MEI
22539715000150,MEI
22812232000187,MEI
23186721000133,MEI
23221844000168,MEI
23248076000136,MEI
23289422000124,MEI
23345136000139,MEI
23366251000190,MEI
23374793000104,MEI
23381608000109,MEI
23443417000124,MEI
23580995000102,MEI
23633254000142,MEI
23692084000177,MEI
23744496000103,MEI
23753508000166,MEI
23935692000165,MEI
23992567000197,MEI
24048289000187,MEI
24160956000119,MEI
24372589000117,MEI
24580611000114,MEI
24581095000142,MEI
24664488000110,MEI
25003243000104,MEI
25030270000176,MEI
25223426000135,MEI
25238551000119,MEI
25245385000188,MEI
26064480000148,MEI
26229729000128,MEI
26239101000103,MEI
26403005000159,MEI
26524655000152,MEI
26689738000100,MEI
26849581000124,MEI
26862973000123,MEI
26874550000123,MEI
26884888000166,MEI
26906467000199,MEI
27020838000101,MEI
27026366000196,MEI
27089496000178,MEI
27330993000116,MEI
27435708000121,MEI
27473896000182,MEI
27921109000118,MEI
28070493000155,MEI
28188841000193,MEI
28217174000120,MEI
28218178000122,MEI
28300559000156,MEI
28565355000147,MEI
28705831000188,MEI
28947688000130,MEI
29185676000189,MEI
29298406000184,MEI
29387440000125,MEI
29427372000180,MEI
29497440000188,MEI
29701470000164,MEI
29764082000122,MEI
30050746000170,MEI
30081410000175,MEI
30146766000140,MEI
30148369000107,MEI
30231838000157,MEI
30431967000199,MEI
30442804000101,MEI
30465784000194,MEI
30583257000184,MEI
30634312000118,MEI
30652866000148,MEI
30849383000138,MEI
30926673000138,MEI
30969722000110,MEI
31066783000130,MEI
31079055000162,MEI
31201670000108,MEI
31266085000188,MEI
31285317000145,MEI
31331888000179,MEI
31340328000180,MEI
31442953000133,MEI
31519398000109,MEI
31541843000129,MEI
31569514000196,MEI
31576979000174,MEI
31686357000107,MEI
31700544000190,MEI
31715514000157,MEI
31795409000175,MEI
31840173000141,MEI
31841498000149,MEI
31878800000133,MEI
31895174000193,MEI
32016665000180,MEI
32027403000110,MEI
32041613000163,MEI
32048770000109,MEI
32131874000174,MEI
32297750000163,MEI
32302654000166,MEI
32412725000183,MEI
32606534000152,MEI
32714986000158,MEI
32787102000195,MEI
32843423000160,MEI
32861065000118,MEI
32865302000119,MEI
32890328000117,MEI
32969060000103,MEI
32980482000180,MEI
33070288000120,MEI
33128164000158,MEI
33151575000164,MEI
33179980000190,MEI
33241244000115,MEI
33354158000119,MEI
33527600000161,MEI
33580508000165,MEI
33615411000140,MEI
33633200000130,MEI
33645988000103,MEI
33680458000198,MEI
33702339000199,MEI
33790284000116,MEI
33932881000138,MEI
33952752000101,MEI
34009424000139,MEI
34136035000174,MEI
34171767000103,MEI
34196461000101,MEI
34231666000172,MEI
34234505000132,MEI
34236172000180,MEI
34307225000107,MEI
34332705000128,MEI
34434389000103,MEI
34450398000180,MEI
34481511000194,MEI
34505287000123,MEI
34609598000132,MEI
34623596000106,MEI
34680915000107,MEI
34727647000131,MEI
34932869000196,MEI
34940294000153,MEI
34975667000121,MEI
34995579000191,MEI
35110829000121,MEI
35126402000111,MEI
35195483000101,MEI
35223570000125,MEI
35311359000164,MEI
35322052000169,MEI
35333527000112,MEI
35342607000134,MEI
35367243000147,MEI
35370488000123,MEI
35491942000102,MEI
35525721000108,MEI
35537796000109,MEI
35751066000106,MEI
35780658000148,MEI
35875654000143,MEI
35887485000161,MEI
35959941000131,MEI
35991456000145,MEI
36030584000195,MEI
36031077000176,MEI
36048623000181,MEI
36101479000108,MEI
36135842000106,MEI
36251110000173,MEI
36265787000160,MEI
36307252000105,MEI
36333244000133,MEI
36340522000180,MEI
36342448000130,MEI
36343021000157,MEI
36350894000197,MEI
36384195000168,MEI
36398068000118,MEI
36414745000144,MEI
36435982000191,MEI
36498501000197,MEI
36501994000177,MEI
36524069000161,MEI
36527254000100,MEI
36570139000118,MEI
36575523000103,MEI
36618258000101,MEI
36640960000163,MEI
36654225000109,MEI
36666046000191,MEI
36669784000192,MEI
36814935000159,MEI
36876901000199,MEI
36909827000160,MEI
36946439000159,MEI
36977854000170,MEI
37005698000148,MEI
37021997000176,MEI
37095818000145,MEI
37203873000101,MEI
37206538000167,MEI
37327252000130,MEI
37331124000160,MEI
37335310000177,MEI
37340757000134,MEI
37344912000190,MEI
37419639000116,MEI
37454190000127,MEI
37463467000188,MEI
37478248000172,MEI
37541155000145,MEI
37564497000180,MEI
37624364000152,MEI
37760575000112,MEI
37769301000194,MEI
37777376000117,MEI
37864396000125,MEI
37941493000174,MEI
37947245000130,MEI
37958852000104,MEI
37990989000138,MEI
38014307000114,MEI
38053486000107,MEI
38074963000102,MEI
38134892000196,MEI
38187877000106,MEI
38191322000138,MEI
38206097000166,MEI
38211068000192,MEI
38219841000167,MEI
38257400000150,MEI
38345274000195,MEI
38350418000100,MEI
38368414000140,MEI
38413697000103,MEI
38463298000149,MEI
38537608000122,MEI
38571135000180,MEI
38625183000103,MEI
38710548000106,MEI
38904572000178,MEI
38946907000110,MEI
39295981000187,MEI
39341077000160,MEI
39356869000109,MEI
39627972000146,MEI
39649606000198,MEI
39698382000104,MEI
39718129000175,MEI
39725109000121,MEI
39742136000102,MEI
39767081000195,MEI
39770880000110,MEI
39799287000105,MEI
39802788000195,MEI
39870835000138,MEI
39908246000100,MEI
39929758000144,MEI
39959436000148,MEI
40002965000138,MEI
40034174000190,MEI
40047835000111,MEI
40067822000104,MEI
40132616000130,MEI
40139476000122,MEI
40208187000138,MEI
40298035000173,MEI
40318469000198,MEI
40479175000148,MEI
40483640000114,MEI
40543569000118,MEI
40550262000144,MEI
40574971000160,MEI
40623256000170,MEI
40672477000138,MEI
40701556000120,MEI
40721772000137,MEI
40723756000183,MEI
40726926000183,MEI
40750086000194,MEI
40757283000135,MEI
40811190000141,MEI
40968853000136,MEI
40995089000198,MEI
41048132000170,MEI
41068745000170,MEI
41070489000155,MEI
41080303000149,MEI
41095262000164,MEI
41137112000176,MEI
41138080000123,MEI
41180751000114,MEI
41279669000141,MEI
41332485000106,MEI
41337275000100,MEI
41405824000129,MEI
41420503000101,MEI
41446820000199,MEI
41495777000151,MEI
41514769000105,MEI
41527832000148,MEI
41529532000106,MEI
41533242000128,MEI
41534262000113,MEI
41580932000138,MEI
41636815000149,MEI
41670987000139,MEI
41675442000115,MEI
41690941000181,MEI
41804475000118,MEI
41821779000193,MEI
41831754000170,MEI
41846038000167,MEI
41923001000195,MEI
41968324000103,MEI
42012234000107,MEI
42056839000191,MEI
42179313000107,MEI
42204554000150,MEI
42250510000167,MEI
42262731000155,MEI
42299128000148,MEI
42317398000134,MEI
42318141000105,MEI
42532686000101,MEI
42536743000120,MEI
42595366000109,MEI
42632305000166,MEI
42639027000179,MEI
42648904000178,MEI
42682659000115,MEI
42686875000139,MEI
42701386000109,MEI
42701483000100,MEI
42720657000173,MEI
42907959000155,MEI
42933129000100,MEI
42978814000145,MEI
42995869000163,MEI
43019643000190,MEI
43047514000105,MEI
43092562000115,MEI
43094312000114,MEI
43097391000117,MEI
43104209000108,MEI
43134839000125,MEI
43206946000111,MEI
43298663000147,MEI
43377925000169,MEI
43411736000165,MEI
43420807000196,MEI
43443543000196,MEI
43569841000127,MEI
43595274000183,MEI
43623162000199,MEI
43665988000110,MEI
43733038000186,MEI
43741151000103,MEI
43754369000100,MEI
43816565000154,MEI
43848799000183,MEI
43930926000199,MEI
43974684000135,MEI
43992026000176,MEI
44174070000131,MEI
44193122000117,MEI
44202473000147,MEI
44225908000179,MEI
44270004000165,MEI
44273350000105,MEI
44387451000107,MEI
44396746000131,MEI
44398347000100,MEI
44447356000143,MEI
44453891000107,MEI
44512354000190,MEI
44536542000159,MEI
44693551000153,MEI
44733910000159,MEI
44742699000130,MEI
44756944000169,MEI
44794058000120,MEI
44799717000110,MEI
44830143000104,MEI
44833120000145,MEI
44884498000178,MEI
44907032000140,MEI
44916486000188,MEI
44977121000163,MEI
44990381000179,MEI
45021635000103,MEI
45064891000188,MEI
45072639000110,MEI
45079924000163,MEI
45136839000190,MEI
45137715000129,MEI
45148144000128,MEI
45149483000129,MEI
45217070000134,MEI
45235155000145,MEI
45237561000147,MEI
45237892000187,MEI
45269762000126,MEI
45299986000180,MEI
45308196000114,MEI
45323319000196,MEI
45349235000121,MEI
45384172000144,MEI
45472829000125,MEI
45483478000158,MEI
45498579000100,MEI
45508834000140,MEI
45578050000199,MEI
45628349000100,MEI
45688396000140,MEI
45698756000194,MEI
45709667000104,MEI
45714456000151,MEI
45728673000109,MEI
45768478000102,MEI
45798752000188,MEI
45818364000111,MEI
45825654000192,MEI
45841381000170,MEI
45854269000173,MEI
45943931000161,MEI
45959190000107,MEI
46005471000193,MEI
46013858000191,MEI
46014088000100,MEI
46053916000100,MEI
46088620000125,MEI
46102803000158,MEI
46137383000145,MEI
46166216000122,MEI
46166975000195,MEI
46256583000117,MEI
46269518000126,MEI
46273362000157,MEI
46281643000151,MEI
46339290000101,MEI
46391498000161,MEI
46419492000155,MEI
46434260000176,MEI
46438876000115,MEI
46451617000124,MEI
46468921000184,MEI
46512433000127,MEI
46524915000105,MEI
46534776000192,MEI
46536012000136,MEI
46548504000141,MEI
46581806000111,MEI
46608470000133,MEI
46620850000193,MEI
46673309000143,MEI
46816705000182,MEI
46860564000103,MEI
46879505000179,MEI
46946560000134,MEI
46961938000179,MEI
46977711000111,MEI
46990607000167,MEI
47006183000116,MEI
47090765000123,MEI
47091716000105,MEI
